TARGET_WINS,BATTING_2B,BATTING_3B,BATTING_HR,BATTING_BB,BATTING_SO,BASERUN_SB,PITCHING_H,PITCHING_HR,PITCHING_BB,PITCHING_SO,FIELDING_E,FIELDING_DP,BATTING_1B,BATTING_TB,WHGP,PITCHING_SO_BB,BATTING_BB_SO,BsR
75,286,36,126,508,1080,97,1482,126,508,1080,110,131,1034,2218,12.28395062,2.125984252,0.47037037,720.0226286
77,302,44,161,631,1081,125,1539,161,631,1081,100,143,1032,2412,13.39506173,1.713153724,0.583718779,840.1026035
65,304,40,144,611,1117,102,1386,144,611,1117,100,136,898,2202,12.32716049,1.828150573,0.547000895,723.4886399
86,295,29,164,551,1125,153,1431,164,551,1125,91,145,943,2276,12.2345679,2.041742287,0.489777778,738.9533457
80,327,41,166,644,1102,105,1446,167,648,1109,89,157,903,2344,12.92592593,1.711419753,0.584392015,792.6949376
86,325,27,166,651,1155,72,1448,166,651,1155,97,146,930,2325,12.95679012,1.774193548,0.563636364,792.7028981
86,303,23,215,645,1133,100,1505,215,645,1133,81,142,964,2499,13.27160494,1.756589147,0.569285084,861.5648738
88,282,35,167,639,1083,116,1494,167,639,1083,90,132,1010,2347,13.16666667,1.694835681,0.590027701,808.987725
85,294,41,216,626,1203,92,1518,216,626,1203,104,153,967,2542,13.2345679,1.92172524,0.520365752,871.6331608
84,231,140,61,533,397,251,2061,75,659,491,631,71.53034894,1235,2361,16.79012346,0.745068285,1.34256927,832.4199978
85,212,143,64,521,639,174,1767,75,607,745,453,128.2000114,1097,2206,14.65432099,1.227347611,0.815336463,729.6121483
95,220,114,19,565,843,307,1638,22,668,997,576,56.7546932,1032,1890,14.2345679,1.49251497,0.670225386,608.1000318
72,239,102,26,417,498,289,1948,34,545,651,555,83.39709148,1124,2012,15.38888889,1.194495413,0.837349398,626.0249069
27,191,51,24,486,546,248,1544,29,579,650,723,39.46209693,1030,1661,13.10493827,1.122625216,0.89010989,490.4848683
85,151,114,40,461,480,235,1444,42,488,508,508,79.6499719,1059,1863,11.92592593,1.040983607,0.960416667,561.8119246
87,233,109,32,461,367,315,2032,39,566,450,481,104.5026247,1282,2203,16.03703704,0.795053004,1.25613079,752.1581393
83,212,118,34,486,359,273,2163,43,610,451,398,121.283914,1358,2272,17.11728395,0.739344262,1.353760446,806.0489459
74,173,134,31,444,413,210,1937,38,549,511,428,115.7937572,1228,2100,15.34567901,0.930783242,1.075060533,684.8417084
79,153,96,15,368,375,117,1573,16,403,410,372,99.40012378,1173,1827,12.19753086,1.017369727,0.981333333,538.5072662
92,216,117,30,381,374,203,1782,35,444,436,375,124,1166,2069,13.74074074,0.981981982,1.018716578,642.1162968
105,212,107,34,450,575,237,1911,40,524,670,332,113,1287,2168,15.0308642,1.278625954,0.782608696,731.5983015
120,220,111,21,434,520,259,1915,24,506,606,288,101,1291,2148,14.94444444,1.197628458,0.834615385,720.7022552
91,227,88,35,463,555,157,1529,37,490,588,259,108,1094,1952,12.46296296,1.2,0.834234234,610.2120804
100,238,138,42,451,551,190,1719,45,484,591,181,134,1184,2242,13.59876543,1.22107438,0.818511797,742.738601
85,228,94,38,425,593,197,1635,41,462,645,246,102,1144,2034,12.94444444,1.396103896,0.716694772,639.530884
73,156,83,19,438,640,155,1324,20,461,673,235,101,1001,1638,11.01851852,1.459869848,0.684375,461.5058108
77,207,96,25,441,690,191,1393,26,464,726,225,105,996,1798,11.46296296,1.564655172,0.639130435,525.2457461
68,155,96,21,391,650,182,1379,22,411,684,274,102,1039,1721,11.04938272,1.664233577,0.601538462,484.0329289
54,168,64,9,420,610,158,1361,9,442,642,264,125,1053,1617,11.12962963,1.452488688,0.68852459,456.4528302
84,139,93,19,481,369,259,1707,25,623,478,232,140,1066,1699,14.38271605,0.767255217,1.303523035,505.1991002
83,152,96,20,401,444,228,1537,23,467,517,186,104,1051,1723,12.37037037,1.107066381,0.903153153,489.3246667
83,170,95,17,393,426,190,1485,18,413,448,196,125,1130,1823,11.71604938,1.084745763,0.922535211,538.9994584
95,245,110,39,361,393,142,1718,41,382,416,181,137,1229,2205,12.96296296,1.089005236,0.918575064,705.3354673
89,251,116,55,445,343,153,1879,58,468,361,197,133,1364,2434,14.48765432,0.771367521,1.297376093,864.4810698
92,236,117,52,428,381,162,1762,55,450,401,188,165,1270,2301,13.65432099,0.891111111,1.12335958,776.7293861
95,235,129,47,388,419,192,1700,50,411,444,194,170,1195,2240,13.0308642,1.080291971,0.92601432,720.2668075
101,335,111,83,528,384,168,1851,88,559,407,237,181,1219,2554,14.87654321,0.728085868,1.375,919.78153
89,257,112,47,460,371,96,1697,50,487,393,233,170,1187,2225,13.48148148,0.80698152,1.239892183,741.1362071
99,271,82,57,460,373,68,1824,60,484,392,197,137,1324,2340,14.24691358,0.809917355,1.233243968,821.2516002
91,262,107,55,464,375,68,1884,59,495,400,214,131,1344,2409,14.68518519,0.808080808,1.237333333,857.3283786
93,302,123,64,533,355,100,1865,68,564,376,192,144,1272,2501,14.99382716,0.666666667,1.501408451,911.1202606
84,300,125,90,520,472,80,1795,95,547,497,227,173,1191,2526,14.45679012,0.908592322,1.101694915,891.8067065
79,256,74,43,519,478,62,1577,45,546,503,203,176,1126,2032,13.10493827,0.921245421,1.085774059,669.4938046
90,288,95,50,377,405,75,1707,53,397,426,195,130,1190,2251,12.98765432,1.073047859,0.930864198,725.1402994
92,262,88,41,385,351,36,1713,43,405,369,175,140,1237,2189,13.07407407,0.911111111,1.096866097,710.7727706
80,303,83,56,475,430,48,1797,60,513,464,157,127,1222,2301,14.25925926,0.904483431,1.104651163,790.5472446
91,270,95,70,484,463,32,1730,74,512,490,201,100,1199,2304,13.83950617,0.95703125,1.045356371,784.4531285
88,298,84,63,544,528,39,1766,66,572,555,209,119,1234,2334,14.43209877,0.97027972,1.03030303,831.9865471
90,235,90,49,487,505,34,1716,52,512,531,190,142,1257,2193,13.75308642,1.037109375,0.964356436,749.7476628
93,286,71,70,524,442,51,1763,76,566,477,176,181,1205,2270,14.37654321,0.842756184,1.185520362,787.7608609
72,276,64,67,505,445,47,1628,71,535,471,178,162,1131,2143,13.35185185,0.880373832,1.134831461,711.2436328
82,290,72,80,582,520,73,1672,84,612,547,228,168,1147,2263,14.09876543,0.89379085,1.119230769,792.5124574
85,245,68,59,575,543,62,1568,62,605,571,204,137,1119,2049,13.41358025,0.943801653,1.05893186,691.5818724
73,191,54,60,592,591,45,1519,66,652,651,201,142,1073,1857,13.40123457,0.998466258,1.001692047,604.8118624
84,252,77,44,603,595,67,1551,46,634,626,179,167,1101,2012,13.48765432,0.987381703,1.013445378,684.4300565
95,263,85,74,607,652,92,1616,78,643,690,202,129,1104,2181,13.94444444,1.073094868,0.930981595,755.5083083
86,272,59,76,621,505,85,1577,80,653,531,187,148,1092,2117,13.7654321,0.813169985,1.22970297,731.5010359
66,212,55,63,623,584,50,1439,66,655,614,194,134,1038,1879,12.92592593,0.93740458,1.066780822,619.3220671
65,227,46,164,639,723,32,1533,173,672,761,157,138,1020,2268,13.61111111,1.132440476,0.883817427,773.624474
87,201,57,114,610,608,72,1536,120,642,640,142,158,1088,2117,13.44444444,0.996884735,1.003289474,716.4220691
75,201,43,133,576,583,50,1494,140,606,613,139,182,1043,2106,12.96296296,1.011551155,0.987993139,691.5274612
60,240,62,146,597,734,46,1574,155,632,777,144,175,1039,2289,13.61728395,1.22943038,0.813351499,774.135999
67,229,59,144,586,647,31,1518,151,616,681,179,187,1011,2222,13.17283951,1.105519481,0.905718702,737.139528
53,187,52,104,551,752,43,1435,109,580,791,171,146,1021,1967,12.4382716,1.363793103,0.732712766,625.1942897
56,190,60,80,595,775,22,1394,84,626,815,182,143,995,1875,12.4691358,1.301916933,0.767741935,599.5685397
69,209,60,116,403,791,25,1483,122,424,832,170,147,1025,2087,11.77160494,1.962264151,0.509481669,626.5606277
65,243,63,97,393,771,48,1601,102,413,811,179,150,1119,2182,12.43209877,1.963680387,0.509727626,680.4528352
88,241,72,141,417,792,32,1534,148,439,833,140,182,1004,2266,12.17901235,1.897494305,0.526515152,696.853735
82,242,44,118,465,752,34,1564,124,489,791,162,174,1083,2171,12.67283951,1.617586912,0.618351064,692.5033609
79,244,60,135,450,758,27,1602,142,473,797,158,199,1084,2292,12.80864198,1.684989429,0.593667546,734.45677
94,241,65,109,435,841,50,1486,110,438,846,153,178,1062,2175,11.87654321,1.931506849,0.517241379,680.3050535
74,181,49,108,454,940,57,1385,108,454,940,182,195,1047,1988,11.35185185,2.070484581,0.482978723,606.8967717
80,225,54,121,408,970,39,1469,121,408,970,177,179,1069,2165,11.58641975,2.37745098,0.420618557,666.895027
90,217,57,111,419,1008,51,1506,111,419,1008,152,189,1121,2170,11.88271605,2.405727924,0.415674603,681.8108564
92,238,66,158,405,1011,64,1586,158,405,1011,141,215,1124,2430,12.29012346,2.496296296,0.400593472,779.0217348
81,193,62,91,387,914,79,1585,91,387,914,141,186,1239,2175,12.17283951,2.361757106,0.423413567,694.4490096
80,180,44,80,422,953,130,1404,80,422,953,139,162,1100,1912,11.27160494,2.258293839,0.442812172,576.854473
88,220,52,119,454,944,74,1557,119,454,944,155,169,1166,2238,12.41358025,2.079295154,0.480932203,729.2132568
97,223,61,154,469,919,65,1555,154,469,919,133,164,1117,2362,12.49382716,1.959488273,0.510337323,772.1628802
100,262,49,115,422,910,51,1644,120,441,951,142,179,1147,2278,12.87037037,2.156462585,0.463736264,734.8908231
80,257,44,154,432,842,23,1465,154,432,842,151,156,1010,2272,11.70987654,1.949074074,0.513064133,706.743048
88,238,46,114,514,828,55,1560,114,514,828,162,154,1162,2232,12.80246914,1.610894942,0.620772947,748.9094034
93,257,47,139,471,837,49,1462,140,474,842,152,148,1010,2221,11.95061728,1.776371308,0.562724014,700.7972028
92,249,56,110,433,807,130,1499,110,433,807,163,142,1084,2190,11.92592593,1.863741339,0.536555143,690.405709
89,240,54,116,483,879,214,1408,117,486,884,167,134,989,2095,11.69135802,1.818930041,0.549488055,651.7379261
98,264,52,148,483,855,180,1541,148,483,855,134,163,1077,2353,12.49382716,1.770186335,0.564912281,769.9227189
83,249,38,116,452,760,209,1469,116,452,760,137,154,1066,2142,11.85802469,1.681415929,0.594736842,674.413401
73,280,48,87,442,785,194,2320,138,702,1247,137,168,1046,2098,18.65432099,1.776353276,0.563057325,654.2744537
84,272,40,134,447,862,161,1535,134,447,862,145,133,1089,2289,12.2345679,1.928411633,0.518561485,736.085137
84,238,29,121,497,873,124,1460,121,497,873,115,165,1072,2119,12.08024691,1.756539235,0.56930126,680.0423973
57,253,28,80,517,847,111,1356,80,520,852,134,128,987,1897,11.58024691,1.638461538,0.61038961,588.0101027
64,273,33,111,569,929,152,1366,111,569,929,142,134,949,2038,11.94444444,1.632688928,0.612486545,653.4765368
80,282,45,131,535,914,140,1464,131,535,914,123,147,1006,2229,12.33950617,1.708411215,0.585339168,727.5032564
74,263,53,95,563,914,155,1334,95,563,914,160,130,923,1988,11.70987654,1.623445826,0.615973742,627.3766441
95,288,42,138,582,914,137,1395,138,582,914,134,125,927,2181,12.2037037,1.570446735,0.636761488,709.7975724
98,259,50,126,620,901,124,1433,126,620,901,120,134,998,2170,12.67283951,1.453225806,0.688124306,729.2690174
96,272,54,106,569,872,110,1409,106,569,872,101,144,977,2107,12.20987654,1.532513181,0.652522936,685.6515296
75,267,50,110,536,972,92,1482,110,536,972,105,161,1055,2179,12.45679012,1.813432836,0.551440329,717.2106303
73,319,33,138,510,989,126,1509,138,510,989,128,144,1019,2308,12.46296296,1.939215686,0.515672396,755.9696236
79,291,52,129,481,1161,160,1440,129,481,1161,131,149,968,2222,11.85802469,2.413721414,0.414298019,700.0449223
78,284,40,172,577,1204,113,1435,173,581,1211,148,175,930,2306,12.44444444,2.084337349,0.47923588,755.5102886
62,256,25,161,467,1106,93,1333,161,467,1106,133,168,891,2122,11.11111111,2.368308351,0.422242315,641.3553335
72,265,20,143,540,1116,87,1316,144,543,1123,116,178,880,2042,11.47530864,2.068139963,0.483870968,633.3417769
75,275,45,163,529,1049,86,1492,163,529,1049,123,159,1009,2346,12.47530864,1.982986767,0.5042898,769.6893157
67,292,38,139,471,1092,73,1445,139,471,1092,117,193,976,2230,11.82716049,2.318471338,0.431318681,701.0986842
67,286,17,141,459,1200,68,1462,141,459,1200,104,168,1018,2205,11.85802469,2.614379085,0.3825,694.8150012
122,221,62,30,434,678,341.5198121,2066,43,628,981,576,52.58287888,1115,1863,16.62962963,1.562101911,0.640117994,568.8664036
78,168,44,9,390,633,362.0777341,1779,13,574,932,676,31.45816676,987,1491,14.52469136,1.62369338,0.616113744,393.4581454
81,168,82,40,573,692,399,1799,51,737,890,535,74.7759017,1109,1851,15.65432099,1.207598372,0.828034682,601.8601275
52,180,42,99,423,1143,45,1203,99,423,1143,155,140,882,1764,10.03703704,2.70212766,0.37007874,491.7757191
63,208,36,172,500,1164,60,1353,172,500,1164,157,159,937,2149,11.4382716,2.328,0.429553265,665.5170821
61,185,31,97,441,972,70,1266,98,444,978,162,145,945,1796,10.55555556,2.202702703,0.453703704,516.9595687
61,178,40,108,431,1033,83,1324,114,456,1094,152,155,924,1832,10.98765432,2.399122807,0.417231365,524.0423747
60,198,26,112,401,966,88,1330,112,401,966,170,152,994,1916,10.68518519,2.408977556,0.415113872,557.2809944
60,196,27,99,564,900,85,1239,99,564,900,170,126,917,1786,11.12962963,1.595744681,0.626666667,545.0652174
71,215,22,78,506,754,85,1324,78,506,754,188,163,1009,1817,11.2962963,1.490118577,0.671087533,554.4060876
73,216,37,64,488,716,92,1327,64,488,716,141,148,1010,1809,11.2037037,1.467213115,0.681564246,546.3722795
69,245,49,120,602,1057,133,1397,120,602,1057,189,142,983,2100,12.33950617,1.755813953,0.569536424,691.6191476
84,208,42,75,536,848,152,1349,75,536,848,160,171,1024,1866,11.63580247,1.582089552,0.632075472,584.1620848
73,195,43,67,563,791,239,1410,67,563,791,131,157,1105,1892,12.17901235,1.404973357,0.711757269,615.0223653
60,250,52,47,458,773,122,2088,69,675,1138,150,172,1069,1913,17.05555556,1.685925926,0.592496766,590.1441317
81,217,52,81,429,877,165,1435,81,429,877,152,142,1085,1999,11.50617284,2.044289044,0.489167617,613.1408844
81,207,34,93,482,822,179,1384,93,482,822,129,135,1050,1938,11.51851852,1.705394191,0.586374696,599.2040692
92,207,42,109,472,810,152,1425,109,472,810,138,144,1067,2043,11.70987654,1.716101695,0.582716049,639.1259924
83,241,28,109,513,809,60,1405,109,513,809,124,158,1027,2029,11.83950617,1.576998051,0.634116193,642.7868072
65,209,48,113,577,992,198,1419,113,577,992,146,135,1049,2063,12.32098765,1.719237435,0.581653226,677.5415279
84,206,35,95,497,898,124,1341,96,500,904,117,148,997,1894,11.36419753,1.808,0.553452116,578.4984392
89,215,32,120,552,1013,136,1360,120,552,1013,152,147,993,1999,11.80246914,1.835144928,0.544916091,635.2265387
75,243,35,123,509,902,138,1429,123,509,902,141,141,1028,2111,11.96296296,1.772102161,0.564301552,673.3458893
84,204,36,121,501,1069,101,1321,121,501,1069,113,130,960,1960,11.24691358,2.133732535,0.468662301,598.6942725
82,255,30,135,453,864,69,1396,135,453,864,115,127,976,2116,11.41358025,1.907284768,0.524305556,648.8624677
61,239,28,153,443,1046,92,1386,153,443,1046,160,129,966,2140,11.29012346,2.361173815,0.423518164,651.5599218
79,260,23,131,503,981,140,1702,147,566,1104,122,146,1099,2212,14,1.950530035,0.5127421,725.509796
91,285,24,147,601,1014,109,1499,147,601,1014,118,136,1043,2273,12.96296296,1.68718802,0.59270217,774.0792854
76,275,16,152,604,1129,140,1519,152,604,1129,125,132,1076,2282,13.10493827,1.869205298,0.534986714,783.7621821
98,292,30,167,604,1072,79,1390,167,604,1072,104,155,901,2243,12.30864198,1.774834437,0.563432836,735.6520287
74,256,22,153,631,1169,174,1360,153,631,1169,129,151,929,2119,12.29012346,1.852614897,0.539777588,698.4848616
79,273,26,161,678,1273,129,1379,161,678,1273,145,127,919,2187,12.69753086,1.877581121,0.532600157,739.8906794
66,243,29,136,547,1062,71,1393,136,547,1062,128,162,985,2102,11.97530864,1.941499086,0.515065913,674.1248103
64,257,32,128,565,1073,76,1442,128,565,1073,102,141,1025,2147,12.38888889,1.899115044,0.526561044,706.3640536
87,304,32,139,566,910,52,1521,139,566,910,108,146,1046,2306,12.88271605,1.607773852,0.621978022,778.6202521
88,298,38,161,564,1104,123,1465,161,564,1104,92,138,968,2322,12.52469136,1.957446809,0.510869565,766.6071833
64,218,33,133,426,769,110,1398,133,426,769,147,162,1014,2081,11.25925926,1.805164319,0.55396619,630.6263271
57,232,37,98,529,711,125,1361,99,536,720,143,176,977,1944,11.70987654,1.343283582,0.744022504,606.1695633
67,250,52,132,515,725,126,1490,132,515,725,141,170,1056,2240,12.37654321,1.40776699,0.710344828,731.5534233
59,211,35,104,483,727,116,1359,104,483,727,149,189,1009,1952,11.37037037,1.505175983,0.66437414,598.4820885
65,220,19,132,489,822,149,2099,196,727,1222,135,181,1041,2066,17.44444444,1.68088033,0.594890511,649.4882102
76,259,33,130,456,806,131,1431,130,456,806,138,158,1009,2146,11.64814815,1.76754386,0.565756824,667.405606
60,247,31,111,460,840,144,1280,111,460,840,134,159,891,1922,10.74074074,1.826086957,0.547619048,564.8041171
74,244,34,129,519,871,116,1429,129,519,871,126,143,1022,2128,12.02469136,1.67822736,0.59586682,682.0253247
74,277,38,171,564,942,94,1410,171,564,942,122,156,924,2276,12.18518519,1.670212766,0.598726115,737.7898316
67,243,41,158,572,1148,93,1392,158,572,1148,156,191,950,2191,12.12345679,2.006993007,0.49825784,709.7921113
78,282,48,161,500,863,174,1499,161,500,863,121,150,1008,2360,12.33950617,1.726,0.579374276,765.6671073
68,273,27,149,464,792,96,1415,150,467,797,124,169,957,2180,11.61728395,1.706638116,0.585858586,674.5066168
73,237,29,134,489,838,81,1417,134,489,838,143,168,1017,2114,11.7654321,1.713701431,0.58353222,665.2542775
77,251,26,107,596,749,105,1419,107,596,749,130,152,1035,2043,12.4382716,1.256711409,0.795727637,677.1861136
83,268,29,126,588,811,97,1400,126,588,811,110,187,977,2104,12.27160494,1.379251701,0.725030826,689.3069616
64,278,24,149,474,841,100,1466,149,474,841,112,170,1015,2239,11.97530864,1.774261603,0.563614744,711.3467127
82,272,24,161,624,901,91,1429,161,624,901,90,173,972,2232,12.67283951,1.443910256,0.692563818,749.5492924
88,308,22,203,613,973,123,1718,227,685,1087,116,121,1005,2499,14.83333333,1.586861314,0.630010277,860.2169898
86,345,19,247,674,1059,91,1645,249,678,1066,111,156,1024,2759,14.33950617,1.572271386,0.636449481,993.8517282
76,323,28,235,561,1088,116,1573,236,564,1095,126,140,977,2647,13.19135802,1.941489362,0.515625,893.6225321
79,263,21,244,610,1095,130,1499,244,610,1095,113,180,971,2536,13.01851852,1.795081967,0.557077626,859.3012017
91,300,26,198,775,1073,122,1481,198,775,1073,99,178,957,2427,13.92592593,1.384516129,0.722273998,877.8928899
116,310,38,169,614,989,174,1637,169,614,989,83,137,1120,2530,13.89506173,1.610749186,0.62082912,902.5837685
93,285,31,152,629,1003,137,1531,152,629,1003,88,134,1063,2334,13.33333333,1.594594595,0.627118644,812.5216022
93,290,33,139,586,989,108,1509,139,586,989,65,159,1047,2282,12.93209877,1.687713311,0.592517695,774.5814105
63,276,20,136,492,1058,110,1544,136,492,1058,103,140,1112,2268,12.56790123,2.150406504,0.465028355,748.0327236
69,289,34,130,466,986,102,1408,130,466,986,86,144,955,2155,11.56790123,2.115879828,0.472616633,666.9888205
78,266,42,172,404,974,106,1540,172,404,974,88,150,1060,2406,12,2.410891089,0.414784394,758.3330099
123,217,119,23,320,451,316.2925351,2269,33,463,652,479,72.80690813,1210,2093,16.86419753,1.408207343,0.709534368,639.8147354
102,238,93,29,323,558,211,2143,39,440,760,489,88.26151231,1214,2085,15.94444444,1.727272727,0.578853047,640.1932952
90,220,122,63,475,429,547,2184,83,626,565,566,81.81017479,1253,2311,17.34567901,0.902555911,1.107226107,791.479195
104,161,94,68,334,564,388,1757,84,413,697,532,33.27744679,1098,1974,13.39506173,1.687651332,0.592198582,570.8936425
107,267,99,67,692,496,375,2181,86,890,638,561,85.5505143,1263,2362,18.95679012,0.716853933,1.39516129,903.5460878
78,257,110,31,433,592,357,1912,38,535,732,544,89.43177217,1148,2116,15.10493827,1.368224299,0.731418919,679.7698363
87,232,88,56,538,484,275,1915,69,660,594,471,98.2158001,1184,2136,15.89506173,0.9,1.111570248,727.2963519
76,186,91,42,547,503,323,1527,45,587,540,606,93.35305002,1104,1917,13.04938272,0.919931857,1.087475149,621.1579948
83,223,124,75,619,342,367,2145,92,760,420,530,93.50095031,1326,2444,17.93209877,0.552631579,1.80994152,920.9335564
82,236,111,40,561,361,361,2024,49,694,446,542,57.90367265,1250,2215,16.77777778,0.642651297,1.55401662,786.4116743
79,197,108,49,543,335,339,2115,61,671,414,451,122.9350623,1356,2270,17.19753086,0.616989568,1.620895522,821.6904255
103,232,104,38,500,404,406,2216,47,618,500,491,69.07214671,1418,2346,17.49382716,0.809061489,1.237623762,860.4111347
83,205,93,37,462,402,231,1659,40,499,434,483,81.17834188,1201,2038,13.32098765,0.869739479,1.149253731,662.5655364
65,174,70,25,418,389,253,1669,27,451,420,468,100.653556,1276,1934,13.08641975,0.931263858,1.074550129,616.6504844
70,208,72,27,433,403,277,1815,32,508,473,515,146,1239,1979,14.33950617,0.931102362,1.074441687,636.6082368
61,197,54,22,358,680,157,1713,26,423,804,406,96,1176,1820,13.18518519,1.90070922,0.526470588,536.5061345
57,175,41,10,300,631,223,1544,12,357,752,393,124,1070,1583,11.7345679,2.106442577,0.475435816,413.1792084
96,215,87,33,591,514,297,1539,35,622,541,297,123,1128,1951,13.33950617,0.86977492,1.149805447,657.3968965
105,238,109,43,561,536,367,1568,46,594,568,266,91,1091,2066,13.34567901,0.956228956,1.046641791,689.5444502
111,248,95,50,551,533,342,1670,54,591,572,300,132,1164,2145,13.95679012,0.9678511,1.033771107,734.0606631
108,241,76,32,473,534,315,1621,34,504,569,269,114,1172,2010,13.11728395,1.128968254,0.88576779,653.0929092
88,234,62,32,470,504,251,1508,34,494,530,266,125,1106,1888,12.35802469,1.072874494,0.932539683,589.7739687
74,208,72,26,336,583,165,1490,28,358,621,273,127,1092,1828,11.40740741,1.734636872,0.576329331,519.8536229
92,200,79,45,379,595,220,1483,48,404,634,231,115,1067,1884,11.64814815,1.569306931,0.63697479,549.467648
103,179,75,41,392,561,170,1505,43,412,590,219,128,1136,1883,11.83333333,1.432038835,0.698752228,563.0329628
93,196,69,17,354,477,170,1845,22,462,623,199,102,1130,1797,14.24074074,1.348484848,0.742138365,518.9487756
101,236,74,46,380,471,182,1679,53,440,545,249,111,1095,1973,13.08024691,1.238636364,0.806794055,591.7245866
90,221,80,48,454,573,138,1579,50,478,603,220,144,1152,2026,12.69753086,1.261506276,0.792321117,646.2116661
98,266,95,84,471,443,122,1838,88,495,466,204,153,1302,2455,14.40123457,0.941414141,1.063205418,865.6631229
101,263,80,90,516,430,112,1805,95,546,455,186,149,1272,2398,14.51234568,0.833333333,1.2,849.6544821
98,285,86,101,494,507,87,1832,107,523,537,197,169,1258,2490,14.53703704,1.026768642,0.974358974,878.8285724
92,255,65,122,438,527,84,1712,130,467,562,211,137,1164,2357,13.45061728,1.203426124,0.831119545,774.7065179
79,230,62,78,364,451,101,1652,84,391,484,200,161,1170,2128,12.61111111,1.237851662,0.807095344,658.9319904
97,264,65,115,485,486,77,1764,121,510,511,205,168,1233,2416,14.03703704,1.001960784,0.997942387,833.3066721
98,290,62,124,467,396,65,1770,130,491,417,187,184,1207,2469,13.95679012,0.849287169,1.179292929,844.8581294
90,269,50,146,517,435,91,1835,157,555,467,170,175,1245,2517,14.75308642,0.841441441,1.188505747,887.4725069
92,278,87,150,444,402,62,1958,158,467,423,173,173,1346,2763,14.9691358,0.905781585,1.104477612,990.8463671
93,268,68,108,408,421,88,1765,115,435,449,169,134,1212,2384,13.58024691,1.032183908,0.96912114,787.9427832
76,277,57,122,366,411,33,1689,128,385,432,201,150,1150,2363,12.80246914,1.122077922,0.890510949,750.5026537
97,217,44,87,402,508,33,1633,93,428,541,190,166,1184,2098,12.72222222,1.264018692,0.791338583,660.6704846
98,254,43,133,430,557,20,1664,141,455,590,190,149,1142,2311,13.08024691,1.296703297,0.771992819,747.7990434
96,263,59,130,415,507,34,1803,138,439,537,184,137,1251,2474,13.83950617,1.223234624,0.818540434,833.5766026
97,249,50,102,453,475,33,1692,107,477,500,177,173,1207,2263,13.38888889,1.048218029,0.953684211,751.7459485
101,268,44,118,439,524,48,1686,126,468,558,169,152,1152,2292,13.2962963,1.192307692,0.83778626,747.9090068
90,227,39,135,502,570,33,1661,146,542,616,181,159,1137,2248,13.59876543,1.136531365,0.880701754,743.5255697
83,226,41,124,534,535,28,1606,133,573,574,164,163,1106,2177,13.45061728,1.001745201,0.998130841,720.4249083
77,214,49,97,483,509,48,1617,103,515,542,148,141,1157,2120,13.16049383,1.052427184,0.94891945,690.6058314
78,263,37,101,534,548,38,1570,107,565,580,169,152,1082,2123,13.17901235,1.026548673,0.974452555,699.2423061
91,173,37,116,595,545,42,1503,124,634,581,146,136,1084,2005,13.19135802,0.916403785,1.091743119,662.4867649
58,162,35,86,508,498,37,1468,91,538,527,177,148,1103,1876,12.38271605,0.979553903,1.020080321,587.8292752
70,201,49,98,539,505,41,1547,103,567,531,188,135,1123,2064,13.04938272,0.936507937,1.067326733,678.8851166
83,187,37,122,534,487,41,1635,130,569,519,177,119,1188,2161,13.60493827,0.912126538,1.09650924,725.5103238
64,185,39,127,560,574,48,1467,134,589,604,167,127,1044,2039,12.69135802,1.025466893,0.975609756,658.9921838
85,231,50,232,520,598,31,1600,244,547,629,163,143,1008,2548,13.25308642,1.149908592,0.869565217,837.1386871
82,221,52,173,630,682,54,1496,182,663,717,164,141,976,2266,13.32716049,1.081447964,0.923753666,760.3942741
77,214,55,155,645,550,45,1531,163,679,579,171,141,1031,2244,13.64197531,0.852724595,1.172727273,767.4465598
101,207,55,185,692,644,57,1486,191,714,665,175,181,993,2312,13.58024691,0.931372549,1.074534161,800.7907954
97,196,59,159,564,707,32,1479,167,593,744,161,184,992,2197,12.79012346,1.254637437,0.797736917,712.7950099
74,205,47,185,525,640,33,1606,195,552,673,158,159,1090,2381,13.32098765,1.219202899,0.8203125,789.9968521
102,204,44,196,549,590,32,1534,206,578,621,162,181,1014,2338,13.03703704,1.074394464,0.930508475,765.9491267
84,182,36,178,523,611,40,1524,187,550,643,148,174,1053,2237,12.80246914,1.169090909,0.855973813,723.972084
70,202,47,153,423,693,70,1403,161,445,729,151,150,932,2089,11.40740741,1.638202247,0.61038961,617.9401101
73,180,57,165,470,704,67,1493,174,494,741,169,189,1017,2208,12.2654321,1.5,0.667613636,689.3091896
84,263,44,179,559,859,67,1548,188,588,904,160,164,986,2360,13.18518519,1.537414966,0.650756694,778.9584908
87,251,37,176,498,920,85,1524,185,524,968,160,124,985,2302,12.64197531,1.847328244,0.541304348,734.5541867
83,231,65,137,491,890,90,1501,144,517,936,174,123,994,2199,12.45679012,1.810444874,0.551685393,693.6616833
89,230,34,193,532,804,83,1526,203,560,846,140,133,994,2328,12.87654321,1.510714286,0.661691542,755.1712759
88,206,35,197,441,889,55,1442,197,441,889,156,113,1004,2309,11.62345679,2.015873016,0.496062992,717.4221324
90,185,38,165,505,900,64,1360,165,505,900,159,136,972,2116,11.51234568,1.782178218,0.561111111,658.7568117
95,169,43,159,476,844,47,1384,159,476,844,148,124,1013,2116,11.48148148,1.773109244,0.563981043,655.1836187
94,196,31,182,417,865,29,1391,183,420,870,169,132,973,2186,11.17901235,2.071428571,0.482080925,658.2698649
